"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"JQuery Implementation of Online Platform for University Human Resource Management Mode Based on Multi-Centralized Networking Algorithm","Y. Lu","College of Civil Aviation, Nanjing University of Aeronautics and Astronautics, Nanjing, China","2022 International Conference on Inventive Computation Technologies (ICICT)","16 Aug 2022","2022","","","1095","1098","Firstly, the simulation task community service QoS model is introduced, and the service composition process of the task community is evaluated; then the STCSSA operation process is introduced in detail, and the dynamic change strategy of the inertia weight of the algorithm is designed. The idea is to build a localized human resource management model, and improve the efficiency and effect of human resource management based on scientific incentive methods. From the perspective of JQquery’s characteristics and business process processing framework, the requirements of human resources work in colleges and universities, and the combination of JQquery’s characteristics and practical work.","2767-7788","978-1-6654-0837-0","10.1109/ICICT54344.2022.9850920","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9850920","University Human Resource Management;Multi-Centralized Networking;JQuery Implementation","Heart;Heuristic algorithms;Force;Quality of service;Task analysis;Human resource management;Particle swarm optimization","command and control systems;human resource management;particle swarm optimisation;quality of service;Web services","JQuery implementation;online platform;university human resource management mode;multicentralized networking algorithm;simulation task community service QoS model;service composition process;STCSSA operation process;dynamic change strategy;inertia weight;localized human resource management model;scientific incentive methods;JQquery's characteristics;business process;human resources work;colleges;universities","","","","24","IEEE","16 Aug 2022","","","IEEE","IEEE Conferences"
"Optimization of Relevance Weighting Algorithm Based on Hadoop Platform in Human Resource Information System","Z. Yan","Wu'xi Higher Vocational School of Tourism and Commerce, Wu'xi, China","2021 2nd International Conference on Smart Electronics and Communication (ICOSEC)","12 Nov 2021","2021","","","847","850","This paper introduces the relevance weighting algorithm based on the Hadoop platform to optimize the human resource information system, improve the human resource management process, reduce business workload, and improve work efficiency. First, analyze and design a system for human resource information management through the correlation weight algorithm on the Hadoop platform. Realize parameter setting, partition management, staff management, user management and production management. The experimental results show the effectiveness of this system.","","978-1-6654-3368-6","10.1109/ICOSEC51865.2021.9591765","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9591765","Hadoop Platform;Relevance Weighting Algorithm;Human Resource Information System;TF-IDF algorithm","Production management;Correlation;Partitioning algorithms;Information management;Human resource management;Optimization;Business","data handling;human resource management;information management;parallel processing","user management;production management;relevance weighting algorithm;Hadoop platform;human resource information system;human resource management process;human resource information management;correlation weight algorithm;partition management","","","","27","IEEE","12 Nov 2021","","","IEEE","IEEE Conferences"
"Assessment of High-Risk Customers to Request a Loan from a Bank with Process Mining","N. Inthawong; P. Porouhan; N. Saguansakdiyotin; S. Intarasema; W. Narksarp","Graduate School of Information Technology, Siam University, Bangkok, Thailand; Graduate School of Information Technology, Siam University, Bangkok, Thailand; Graduate School of Information Technology, Siam University, Bangkok, Thailand; Department of Computer Engineering, Siam University, Bangkok, Thailand; Department of Electrical Engineering, Siam University, Bangkok, Thailand","2021 19th International Conference on ICT and Knowledge Engineering (ICT&KE)","6 Jan 2022","2021","","","1","5","This research proposes an approach for identification and assessment of the (suspicious) customers/clients, who are at high risk of taking advantage and getting a loan from a private bank, by means of Disco and Celonis process mining platforms. The identification and assessment process includes the following steps: assessment of the filled application forms, assessment of the submitted documents to the bank, assessment of the possible fraudulent information provided by the customers/clients, revising and improving the quality of the loan offers, proposal of some additional documents which need to be requested to avoid fraudulent requests, and proposal of the content of the documents which need to be revised and changed to prevent clients from taking advantage of them. Accordingly, the rejection and cancellation of a loan request consists of: (1) Starting (2) Scheduling (3) Continuing the process (4) Completing the process (5) Suspending the process (6) Withdrawing from the process (7) Cancellation/Rejection of the request. The findings of the study showed that there have been 303 cases/customers with abnormal/suspicious processes including 14,278 events. It was also found out that, on average, 1 case takes 143 cycles or 24 weeks, to complete the loan request process, while consuming a lot of time and human resources in each activity process. If the results of the study be addressed appropriately, the whole efficiency and effectiveness of the lending process (to distinguish normal clients from the abnormal ones), will be improved, which potentially will result in better and faster identification of fraud.","2157-099X","978-1-6654-3212-2","10.1109/ICTKE52386.2021.9665410","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9665410","Process Mining;Event Log;Process Improvement;Fraud Identification;Benchmarking","Training;Banking;Delays;Proposals;Task analysis","bank data processing;business data processing;data mining;fraud;security of data","process mining;loan request process;activity process;lending process;high-risk customers assessment;application forms assessment;bank documents assessment;fraudulent information assessment;loan offers quality;time 24.0 week","","","","8","IEEE","6 Jan 2022","","","IEEE","IEEE Conferences"
"OPTIMAL ASSIGNMENT STRATEGY FOR DYNAMIC WORKFLOW OF REMOTE SENSING BIG DATA PROCESSING","S. Zhang; Y. Xue; Y. Ming; X. Zhang; C. Jin; X. Jiang; X. Zhou","School of Environment and Spatial Informatics, China University of Mining and Technology, Xuzhou, Jiangsu province, China; School of Environment and Spatial Informatics, China University of Mining and Technology, Xuzhou, Jiangsu province, China; Shandong Province Institute of Land Surveying and Mapping, Jinan, Shandong Province, China; School of Environment and Spatial Informatics, China University of Mining and Technology, Xuzhou, Jiangsu province, China; School of Environment and Spatial Informatics, China University of Mining and Technology, Xuzhou, Jiangsu province, China; School of Environment and Spatial Informatics, China University of Mining and Technology, Xuzhou, Jiangsu province, China; School of Environment and Spatial Informatics, China University of Mining and Technology, Xuzhou, Jiangsu province, China","IGARSS 2022 - 2022 IEEE International Geoscience and Remote Sensing Symposium","28 Sep 2022","2022","","","4042","4045","The advent of the era of Remote Sensing Big Data has produced a large number of processing and analysis tasks, which require powerful computing capabilities to support. The computational efficiency of distributed computer clusters which are the most commonly used parallel computing architecture for high performance computing can be significantly improved through an effective task scheduling strategy. In this paper, in order to improve data computing efficiency, we propose a dynamic load balancing strategy for remote sensing data processing workflow tasks based on the Hungarian algorithm for heterogeneous distributed computing clusters. We also compare this strategy with the classic load balancing algorithm. We find that the speed-up effect of the strategy proposed in this paper is better, and the speedups become more pronounced as the number of tasks increases.","2153-7003","978-1-6654-2792-0","10.1109/IGARSS46834.2022.9883359","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9883359","workflow;heterogeneous computing platform;Hungarian algorithm;optimal assignment","Processor scheduling;Heuristic algorithms;Clustering algorithms;Big Data;Load management;Data processing;Task analysis","Big Data;parallel processing;remote sensing;resource allocation;scheduling","tasks increases;optimal assignment strategy;dynamic workflow;remote sensing big data processing;analysis tasks;powerful computing capabilities;computational efficiency;distributed computer clusters;commonly used parallel computing architecture;high performance computing;effective task scheduling strategy;dynamic load balancing strategy;remote sensing data processing workflow tasks;heterogeneous distributed computing clusters;classic load balancing algorithm","","","","12","IEEE","28 Sep 2022","","","IEEE","IEEE Conferences"
"College Teacher Training Resource Management System Based on Data Mining Technology","Y. Hu","Science and Technology Department, Chongqing Vocational College of Transportation, Chongqing, China","2022 IEEE Asia-Pacific Conference on Image Processing, Electronics and Computers (IPEC)","23 May 2022","2022","","","1321","1324","With the future of the era of knowledge economy, colleges and universities in our country, as the basis of training all kinds of excellent talents in the period of social reform, are facing various challenges under the new situation. The training of university teachers is becoming more and more the key to implement the human resource management function of the whole university, and also has an important connection with the university professor system. The purpose of this article is to analyze the university teacher training resource management system, based on data mining technology, through the analysis of the status quo of higher vocational school teachers management features and functions, and data analysis, the teachers of information resource management subsystem, promote the building method of college teachers' management system, the key is to complete the construction of college teachers of the prediction and management research. According to the data mining algorithm, the confidence of young teachers is about 0.714, so as to formulate the corresponding teacher training construction plan.","","978-1-6654-0902-5","10.1109/IPEC54454.2022.9777383","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9777383","Data Mining Technology;College Teacher Training;Training Resource Management System","Training;Economics;Technological innovation;Information resources;Image processing;Prediction algorithms;Data mining","computer aided instruction;data analysis;data mining;educational institutions;human resource management;teacher training;teaching;vocational training","data mining algorithm;young teachers;corresponding teacher training construction plan;college teacher training resource management system;data mining technology;knowledge economy;colleges;universities;university teachers;human resource management function;university professor system;university teacher training resource management system;higher vocational school teachers management features;data analysis;information resource management subsystem;college teachers;management research","","1","","10","IEEE","23 May 2022","","","IEEE","IEEE Conferences"
"Efficient Task Scheduling in a Cloud Environment based on Dynamic Priority and Optimized Technique","D. Singh; A. Mittal","Chitkara University Institute of Engineering and Technology, Punjab, India; Chitkara Business School Chitkara University, Punjab, India","2022 International Conference on Knowledge Engineering and Communication Systems (ICKES)","17 Mar 2023","2022","","","1","5","Cloud computing is an emerging field process with an enormous task of handling resources. From an application perspective, the study of task scheduling mechanisms for data transfer in large cloud computing environments needs to be performed better. Unbalanced scheduling leads to traffic load, energy loss, and hardware control failure. In addition, residents' devices are not considered to reduce power consumption delay. So, the Internet of things (IoT) rules the modern trends of the Internet. The enormous number of things (objects), which are associated with the Internet, produces a large amount of information that needs a ton of exertion and task preparation to make it valuable. To resolve this problem, we propose a dynamic multi-level task scheduling (DMLTS) based on cascade shrink priority (CSP) to allocate the task to optimize the scheduling. With intent, a Tactical Load Balancer (TLB) and The Preemptive Flow Manager (PFM) are responsible for applying a load balancing strategy based on the mixed load balancing algorithm to improve the task allocation better to balance the load to improve the response time. Experimental results have been demonstrated concerning better load balancing, lower power rate, and time consumption rate in both phase and random uniform propagation. Simulated results performance of this process can reduce data processing time and achieve load neutralization.","","978-1-6654-5637-1","10.1109/ICKECS56523.2022.10060053","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10060053","Task Scheduling;Preemptive Flow Manager;Cloud Computing;Allocation;Scheduling;Dynamic Multi-Level Task Scheduling (DMLTS);Cascade Shrink Priority (CSP)","Cloud computing;Processor scheduling;Heuristic algorithms;Dynamic scheduling;Load management;Resource management;Internet of Things","cloud computing;Internet of Things;power consumption;resource allocation;scheduling","application perspective;cloud computing environments;cloud environment;data processing time;data transfer;dynamic multilevel task scheduling;dynamic priority;efficient task scheduling;emerging field process;energy loss;enormous number;enormous task;hardware control failure;load balancing strategy;load neutralization;lower power rate;mixed load balancing algorithm;optimized technique;power consumption delay;residents;simulated results performance;Tactical Load Balancer;task allocation;task scheduling mechanisms;things;time consumption rate;traffic load;unbalanced scheduling","","","","21","IEEE","17 Mar 2023","","","IEEE","IEEE Conferences"
"Human Resource Database Management Based on Apriori Algorithm","F. Tian","Yunnan Technology and Business University, Kunming, China","2022 IEEE Asia-Pacific Conference on Image Processing, Electronics and Computers (IPEC)","23 May 2022","2022","","","1313","1316","In the current Internet development environment, database technology came into being and has been applied quickly and efficiently. This paper provides a design method to help organization management based on the principle of Apriori algorithm. Firstly, the system extracts association rules and task models from the data structure, and then generates a decision table by reasonably allocating user information, analyzing and processing it, so as to realize the effective classification of massive large files. Finally, the database connection function is completed in combination with the transaction diagram and specific use cases, and finally an efficient and reliable human resources database is formed. At the same time, the performance of the database is tested. This experiment tests their load capacity, running capacity and resource utilization from five modules. As can be seen from the figure, the performance of these five modules meets the system operation requirements.","","978-1-6654-0902-5","10.1109/IPEC54454.2022.9777457","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9777457","Apriori algorithm;human resources;resource database;management research","Databases;Systems operation;Organizations;Feature extraction;Classification algorithms;Internet;Reliability","data mining;data structures;database management systems;decision tables;human resource management;Internet;pattern classification;resource allocation","design method;organization management;Apriori algorithm;association rules;task models;data structure;decision table;file classification;database connection function;transaction diagram;resource utilization;human resource database management;Internet development environment;user information allocation","","","","12","IEEE","23 May 2022","","","IEEE","IEEE Conferences"
"Process Mining and Simulation for a p-Time Petri Net Model with Hybrid Resources","F. Nedopetalski; J. C. J. de Freitas","dept. of Computer Science, Federal University of Jataí, Jataí, Brazil; dept. of Computer Science, Federal University of Jataí, Jataí, Brazil","2021 Systems and Information Engineering Design Symposium (SIEDS)","16 Jul 2021","2021","","","1","6","Process mining can be understood as a tool to extract useful information from processes that already happened and make decisions to improve performance of processes. The main three techniques while applying process mining to event logs are process discovery, process enhancement and conformance checking. Among many different applications that process mining can be applied to, in this paper, process mining is used to discover the model from event logs generated from simulations of the ""Handle Complaint Process"" Workflow net based on a p-time Petri net model with hybrid resources. This net discovered with process mining must be similar to the original one due event logs used to generate it are created from the simulation. There is no doubt that process mining has become increasingly useful for the future of Workflow nets especially when it is followed by simulation. Process mining can discover processes from event logs, find deviations and produce a better workflow while simulation can test new scenarios and hypotheses. With both working together product owners can reach a pretty good process excellence. The ""Handle Complaint Process"" Workflow net based on a p-time Petri net model with hybrid resources tries to solve the real time scheduling problem of Workflow Management Systems. The approach made in this work in particular, utilizes discrete + continuous resources and real time to decide when to fire a transition in the Workflow net. To generate the event logs from the simulation of the Workflow net, some functions were added in order to capture the identification number of each token, the path made by it, as well as the timestamp in the moment the transition was fired and the person or system responsible for the activity. This Workflow net was simulated using CPN Tools. The logs generated from the simulation were converted using the ProM Import tool and the process mining discovery technique was applied using ProM. The use of event logs of a business process model is a way to detect deviations from the expected behavior. Based on these deviations, the process can be changed in order to achieve excellence. The logs from the p-net model with hybrid resources tries to simulate, in a better way, the human behavior. As the model generated from the logs is similar to the original one, the conversion is correct. As a future work proposal, we will compare a real event log with the results achieved with this work to see the efficiency in simulating a process model with hybrid resources.","","978-1-6654-1250-6","10.1109/SIEDS52267.2021.9483768","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9483768","component;formatting;style;styling;insert","Visualization;Petri nets;PROM;Tools;Real-time systems;Hybrid power systems;Proposals","business data processing;data mining;Petri nets;workflow management software","p-time Petri net model;hybrid resources;event logs;process mining discovery technique;business process model;handle complaint process workflow net;CPN tools;ProM import tool;p-net model","","","","40","IEEE","16 Jul 2021","","","IEEE","IEEE Conferences"
"Dynamic Resource Allocation Considering Ergonomics in Intralogistics","A. Urru; J. P. Wezel; M. Bonini; W. Echelmeyer","ESB Logistics Research Center, Reutlingen University, Reutlingen, Germany; ESB Logistics Research Center, Reutlingen University, Reutlingen, Germany; ESB Logistics Research Center, Reutlingen University, Reutlingen, Germany; ESB Logistics Research Center, Reutlingen University, Reutlingen, Germany","2021 IEEE 25th International Conference on Intelligent Engineering Systems (INES)","16 Aug 2021","2021","","","000081","000088","Reacting to ever-changing business environments, in the last decade complex systems of systems accomplished giant leaps forward leading to great technological flexibility. However, this dimension of flexibility is often limited by the rigidity of super-ordinated planning systems. Especially when hybrid teams of automated and human resources are in place, the dynamic assignment of tasks taking into account ergonomics remains a challenge. After exposing a gap in the state of the art on the topic, this paper presents an approach to include ergonomics in dynamic resource allocation models. Combining and complementing existing approaches, the presented method monitors the actual ergonomic burden of the resources during a shift and it provides a linear optimization model to steer the resource allocation process.","1543-9259","978-1-6654-4499-6","10.1109/INES52918.2021.9512930","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9512930","dynamic resource allocation;assignment problem;ergonomics;linear optimization model;logistics","Ergonomics;Project management;Dynamic scheduling;Rigidity;Resource management;Complex systems;Task analysis","ergonomics;human resource management;logistics;optimisation;resource allocation;team working","dynamic resource allocation models;resource allocation process;intralogistics;business environments;technological flexibility;super-ordinated planning systems;hybrid teams;automated resources;human resources;ergonomics;dynamic assignment;linear optimization model","","2","","51","IEEE","16 Aug 2021","","","IEEE","IEEE Conferences"
"The Incorporation of Business Intelligence with Enterprise Resource Planning in SMEs","M. Santos; E. João; J. Canelas; J. Bernardino; I. Pedrosa","Instituto Politécnico de Coimbra, Coimbra Business School, ISCAC, Coimbra, Portugal; Instituto Politécnico de Coimbra, Coimbra Business School, ISCAC, Coimbra, Portugal; Instituto Politécnico de Coimbra, Coimbra Business School, ISCAC, Coimbra, Portugal; Instituto Politécnico de Coimbra, Instituto de Investigação Aplicada, Coimbra, Portugal; Instituto Politécnico de Coimbra, Coimbra Business School, ISCAC, Coimbra ISTAR-IUL, Lisboa, Portugal","2021 16th Iberian Conference on Information Systems and Technologies (CISTI)","12 Jul 2021","2021","","","1","6","Enterprise Resource Planning (ERP) systems are essential tools for business innovation in small and medium-sized enterprises (SMEs), supporting almost all tasks, which allows to obtain large amounts of structured and unstructured data for future data analysis, which helps to facilitate decision making. Being portuguese business essentially composed of SMEs, it is important to invest in solutions that integrate decision making in ERPs, adapting them to change processes. Through literature review, such as conference articles and magazines, critical factors were defined that influence the choice of ERPs by SMEs, the benefits of incorporation with Business Intelligence that assumes a fundamental role in the current competitive environment and a comparison between several tools of BI.","2166-0727","978-989-54659-1-0","10.23919/CISTI52073.2021.9476341","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9476341","ERP;Business Intelligence;SME","Technological innovation;Bibliographies;Decision making;Tools;Enterprise resource planning;Business intelligence;Task analysis","business data processing;competitive intelligence;data analysis;decision making;enterprise resource planning;small-to-medium enterprises","ERP;business innovation;small and medium sized enterprises;SMEs;data structure;data analysis;decision making;business intelligence;enterprise resource planning systems;Portuguese business","","3","","0","","12 Jul 2021","","","IEEE","IEEE Conferences"
